[1423629948514, 1423629948727, 1423629949612, 1423629959097, 1423629959097, 1423629959132]
[1423629971492, 1423629971742, 1423629972680, 1423629980046, 1423629980046, 1423629980084]
[1423630125284, 1423630125543, 1423630127399, 1423630137525, 1423630137525, 1423630137582]
[1423630147460, 1423630147705, 1423630148672, 1423630157881, 1423630157881, 1423630157949]
[1423630168583, 1423630168820, 1423630169725, 1423630178318, 1423630178318, 1423630178376]
[1423630182333, 1423630182549, 1423630183477, 1423630190064, 1423630190064, 1423630190097]
[1423630218399, 1423630218620, 1423630219532, 1423630228904, 1423630228904, 1423630228956]
[1423630256691, 1423630256925, 1423630257820, 1423630267470, 1423630267470, 1423630267503]
[1423630312918, 1423630313149, 1423630314100, 1423630323215, 1423630323215, 1423630323262]
[1423630325232, 1423630325482, 1423630326296, 1423630332649, 1423630332649, 1423630332682]
[1423674324354, 1423674324607, 1423674324574, 1423674333538, 1423674333538, 1423674333573]
[1423674463990, 1423674464244, 1423674464196, 1423674469254, 1423674469254, 1423674469291]
[1423688454009, 1423688454231, 1423688447566, 1423688451885, 1423688451885, 1423688451939]
[1423688479928, 1423688480140, 1423688473331, 1423688479226, 1423688479226, 1423688479260]
[1423689783520, 1423689783759, 1423689784614, 1423689790609, 1423689790609, 1423689790642]
[1423690314236, 1423690314477, 1423690315152, 1423690319848, 1423690319848, 1423690319881]
[1423690731943, 1423690732157, 1423690732080, 1423690738134, 1423690738134, 1423690738185]
[1423696492972, 1423696493229, 1423696494376, 1423696500656, 1423696500656, 1423696500709]
[1423696871173, 1423696871432, 1423696872226, 1423696877796, 1423696877796, 1423696877846]
[1423743247406, 1423743248004, 1423743248345, 1423743256730, 1423743256730, 1423743256768]
