[1423879944823, 1423879945040, 1423879945039, 1423879947452, 1423879947452, 1423879947484]
[1423879950076, 1423879950306, 1423879950280, 1423879952854, 1423879952854, 1423879952888]
[1423879954940, 1423879955159, 1423879955137, 1423879956883, 1423879956883, 1423879956918]
[1423879959278, 1423879959503, 1423879959481, 1423879960483, 1423879960483, 1423879960517]
[1423879962697, 1423879962920, 1423879962893, 1423879964389, 1423879964389, 1423879964422]
[1423879966989, 1423879967217, 1423879967222, 1423879969966, 1423879969966, 1423879970001]
[1423879972940, 1423879973154, 1423879973130, 1423879974818, 1423879974818, 1423879974862]
[1423879977003, 1423879977228, 1423879977235, 1423879978969, 1423879978969, 1423879979016]
[1423879981814, 1423879982042, 1423879982088, 1423879983972, 1423879983972, 1423879984018]
[1423879986751, 1423879986977, 1423879986960, 1423879988124, 1423879988124, 1423879988163]
[1423879992534, 1423879992752, 1423879992728, 1423879995082, 1423879995082, 1423879995115]
[1423879997252, 1423879997469, 1423879997467, 1423879998900, 1423879998900, 1423879998935]
[1423880001224, 1423880001446, 1423880001426, 1423880005256, 1423880005256, 1423880005289]
[1423880007366, 1423880007588, 1423880007561, 1423880008428, 1423880008428, 1423880008462]
[1423880010637, 1423880010890, 1423880010862, 1423880012448, 1423880012448, 1423880012481]
[1423880016046, 1423880016269, 1423880016242, 1423880018221, 1423880018221, 1423880018255]
[1423880020463, 1423880020711, 1423880020685, 1423880022777, 1423880022777, 1423880022810]
[1423880024817, 1423880025026, 1423880024999, 1423880026957, 1423880026957, 1423880026991]
[1423880028936, 1423880029174, 1423880029199, 1423880030683, 1423880030683, 1423880030716]
[1423880033314, 1423880033544, 1423880033522, 1423880034996, 1423880034996, 1423880035029]
[1423880037566, 1423880037805, 1423880037786, 1423880039431, 1423880039431, 1423880039464]
[1423880041365, 1423880041587, 1423880041621, 1423880043878, 1423880043878, 1423880043912]
[1423880058038, 1423880058260, 1423880058252, 1423880060983, 1423880060983, 1423880061029]
[1423880063033, 1423880063250, 1423880063218, 1423880065313, 1423880065313, 1423880065347]
[1423880067293, 1423880067517, 1423880067486, 1423880068501, 1423880068501, 1423880068533]
[1423880073324, 1423880073547, 1423880073517, 1423880074552, 1423880074552, 1423880074584]
[1423880079137, 1423880079356, 1423880079326, 1423880080801, 1423880080801, 1423880080833]
[1423880083347, 1423880083568, 1423880083545, 1423880084734, 1423880084734, 1423880084771]
[1423880086850, 1423880087089, 1423880087069, 1423880090856, 1423880090856, 1423880090888]
[1423880092970, 1423880093200, 1423880093169, 1423880094732, 1423880094732, 1423880094764]
[1423880097327, 1423880097555, 1423880097526, 1423880098773, 1423880098773, 1423880098806]
[1423880101037, 1423880101253, 1423880101342, 1423880103102, 1423880103102, 1423880103141]
[1423880105431, 1423880105649, 1423880105626, 1423880107884, 1423880107884, 1423880107918]
[1423880110427, 1423880110656, 1423880110624, 1423880112322, 1423880112322, 1423880112356]
[1423880114503, 1423880114726, 1423880114696, 1423880115775, 1423880115775, 1423880115809]
[1423880118047, 1423880118276, 1423880118245, 1423880119929, 1423880119929, 1423880119962]
[1423880122900, 1423880123120, 1423880123089, 1423880125088, 1423880125088, 1423880125123]
[1423880130212, 1423880130433, 1423880130409, 1423880132167, 1423880132167, 1423880132200]
[1423880134373, 1423880134600, 1423880134570, 1423880136011, 1423880136011, 1423880136045]
[1423880140235, 1423880140449, 1423880140416, 1423880143289, 1423880143289, 1423880143322]
[1423880145640, 1423880145854, 1423880145823, 1423880146503, 1423880146503, 1423880146539]
[1423880149783, 1423880149994, 1423880149966, 1423880151639, 1423880151639, 1423880151674]
[1423880154267, 1423880154541, 1423880154517, 1423880156492, 1423880156492, 1423880156530]
[1423880213298, 1423880213510, 1423880213479, 1423880216594, 1423880216594, 1423880216626]
[1423880218854, 1423880219084, 1423880219054, 1423880221630, 1423880221630, 1423880221668]
[1423880223588, 1423880223824, 1423880223792, 1423880225179, 1423880225179, 1423880225215]
[1423880227171, 1423880227388, 1423880227367, 1423880229959, 1423880229959, 1423880229992]
[1423880231741, 1423880232009, 1423880231978, 1423880233468, 1423880233468, 1423880233507]
[1423880236769, 1423880236990, 1423880236957, 1423880238299, 1423880238299, 1423880238332]
[1423880244572, 1423880244808, 1423880244821, 1423880245808, 1423880245808, 1423880245855]
[1423880248035, 1423880248279, 1423880248246, 1423880249064, 1423880249064, 1423880249098]
[1423880251939, 1423880252172, 1423880252150, 1423880255182, 1423880255182, 1423880255215]
[1423880259687, 1423880259920, 1423880259944, 1423880262719, 1423880262719, 1423880262752]
[1423880265082, 1423880265324, 1423880265311, 1423880267079, 1423880267079, 1423880267117]
[1423880269448, 1423880269711, 1423880269677, 1423880272811, 1423880272811, 1423880272846]
[1423880275146, 1423880275377, 1423880275363, 1423880276836, 1423880276836, 1423880276869]
[1423880279277, 1423880279537, 1423880279501, 1423880280717, 1423880280717, 1423880280752]
[1423880283215, 1423880283441, 1423880283423, 1423880285382, 1423880285382, 1423880285415]
[1423880287567, 1423880287823, 1423880287788, 1423880289872, 1423880289872, 1423880289904]
[1423880294315, 1423880294532, 1423880294547, 1423880295364, 1423880295364, 1423880295397]
[1423880297465, 1423880297681, 1423880297653, 1423880301278, 1423880301278, 1423880301311]
[1423880303368, 1423880303597, 1423880303574, 1423880305561, 1423880305561, 1423880305595]
[1423880307702, 1423880308028, 1423880307996, 1423880311470, 1423880311470, 1423880311505]
[1423880313702, 1423880313924, 1423880313889, 1423880315274, 1423880315274, 1423880315306]
[1423880317682, 1423880317901, 1423880317868, 1423880318775, 1423880318775, 1423880318807]
[1423880320755, 1423880320969, 1423880320931, 1423880323476, 1423880323476, 1423880323509]
[1423880325406, 1423880325622, 1423880325599, 1423880327490, 1423880327490, 1423880327523]
[1423880329400, 1423880329749, 1423880329722, 1423880330674, 1423880330674, 1423880330707]
[1423880332838, 1423880333055, 1423880333026, 1423880334467, 1423880334467, 1423880334502]
[1423880336629, 1423880336847, 1423880336812, 1423880338472, 1423880338472, 1423880338510]
[1423880340556, 1423880340785, 1423880340748, 1423880342148, 1423880342148, 1423880342183]
[1423880344613, 1423880344840, 1423880344828, 1423880346824, 1423880346824, 1423880346861]
[1423880401255, 1423880401468, 1423880401509, 1423880403392, 1423880403392, 1423880403443]
[1423880410134, 1423880410350, 1423880410363, 1423880412409, 1423880412409, 1423880412444]
[1423880414748, 1423880414973, 1423880414940, 1423880416055, 1423880416055, 1423880416088]
[1423880427357, 1423880427570, 1423880427537, 1423880430253, 1423880430253, 1423880430289]
[1423880434262, 1423880434500, 1423880434523, 1423880435920, 1423880435920, 1423880435953]
[1423880437908, 1423880438144, 1423880438104, 1423880440751, 1423880440751, 1423880440786]
[1423880450361, 1423880450586, 1423880450599, 1423880451965, 1423880451965, 1423880451997]
[1423880454201, 1423880454430, 1423880454397, 1423880457101, 1423880457101, 1423880457152]
[1423880458913, 1423880459156, 1423880459220, 1423880460312, 1423880460312, 1423880460352]
[1423880464111, 1423880464351, 1423880464363, 1423880466975, 1423880466975, 1423880467009]
